label,text
Parkinson'S Disease,"for the past few days, i have affects most people with parkinson's"
Psoriasis,"for the past few days, i have thick red plaques of skin covered with silvery scales on my elbows and scalp."
Chickenpox,fever and tiredness. and lots of small itchy pimples that became blisters
Pcos,thinning hair on my head. and i miss my periods for months and have bad acne
Celiac Disease,anemia. eating bread makes me feel very sick. and weight loss and stomach pains
Heart Attack,i have or upper part of the stomach (above the belly button)
Malaria,i am experiencing fever nausea vomiting and fatigue after travel to endemic area
Heart Attack,"for the past few days, i have angina pain usually lasts for only a few minutes and goes away with rest"
Lyme Disease,fever and joint pain and a red rash with a clear center after walking in the woods.
Eczema,dry skin patches that worsen in cold weather with itching
Typhoid,prolonged fever abdominal pain constipation and weakness
Typhoid,"high high temperature, head pain, abdominal pain, and poor appetite over a week."
Chickenpox,high temperature head pain and rash with fluid filled vesicles
Psoriasis,cracked skin that may bleed and itchy scaly patches on my knees. and dry
Asthma,symptoms include some of the triggers listed above may not affect you
Endometriosis,"for the past few days, i have extremely painful periods, pain during intercourse, and lower back pain."
Eczema,intensely itchy rash that gets crusty if i scratch it and mainly on my arms/face.
Anxiety Disorder,worry that interferes with daily life and causes insomnia
Strep Throat,i am experiencing painful throat without cough red spots on roof of mouth and fever
Gastroenteritis,diarrhea and feeling very nauseous after eating out. and stomach cramps
Strep Throat,swollen neck glands. no cough though. and fever and throat feels like swallowing glass
Tonsillitis,red inflamed tonsils with high temperature and head pain
Hypothyroidism,i have hypothyroidism can contribute to high cholesterol
Vertigo,difficulty walking and sudden severe dizziness with vomiting
Covid-19,fever with body aches dry cough and smell and loss of taste
Tuberculosis,"symptoms include a persistent cough lasting more than 3 weeks, coughing up blood, and night sweats."
Bronchitis,persistent cough with thick sputum and mild fever
Chickenpox,itchy rash with blisters fever and fatigue
Tuberculosis,"i am experiencing chronic cough, chest pain, fever, and drenching night sweats."
Bronchitis,"for the past few days, i have coughing up a lot of sputum, slight fever, and wheezing when i breathe."
Ulcerative Colitis,"symptoms include bloody diarrhea occurring frequently, stomach cramps, and sudden urge to pass stool."
Common Cold,symptoms include i keep sneezing and my nose is running with slight sore throat
Ear Infection,throbbing ear pain fever and trouble hearing
Depression,i have seeing a doctor is especially important
Gout,i am experiencing a laboratory technician places some of the fluid on a slide and looks for monosodium urate crystals under a microscope
Hyperthyroidism,tremors in my hands and unexpected weight loss. and feeling very anxious all the time
Asthma,i am experiencing the fractions may be different if another group of patients are examined
Irritable Bowel Syndrome,bloating gas and irregular bowel movements
Typhoid,sustained high temperature with coated tongue and abdominal tenderness
Dengue Fever,vomiting and high fever. and excruciating joint pain and rash spreading rapidly
Malaria,intermittent fever headache muscle pain and vomiting
Vertigo,"for the past few days, i have episodes of spinning sensation triggered by head movement"
Parkinson'S Disease,symptoms include affects most people with parkinson's
Tuberculosis,"coughing up pinkish sputum, extreme fatigue, and night sweats."
Vertigo,"i have i feel incredibly dizzy and nauseous, like i am on a fast merry-go-round."
Asthma,symptoms include and the second number is the total number of people who were examined in one study
Celiac Disease,i am experiencing blistering skin rashusually on the elbows
Chickenpox,limbs with fever and rash starting on trunk spreading to face
Common Cold,i am experiencing mild cough nasal congestion and sneezing without fever
Urinary Tract Infection,symptoms include diagnosis  to find out if a person has a uti
Migraine,severe head pain nausea light sensitivity and throbbing pain
Diabetes,symptoms include it can be used to diagnose type 2 diabetes and prediabetes
Eczema,i have dry skin patches that worsen in cold weather with itching
Hypertension,"for the past few days, i have cognitive changes  research shows that over time"
Asthma,"i am experiencing including exercise
                
other health conditions can make asthma harder to manage"
Conjunctivitis,"symptoms include redness in both eyes, feels gritty like there's sand in them, highly contagious pink eye."
Sinusitis,congestion facial pressure and reduced sense of smell
Anemia,"symptoms include craving ice to chew, extreme fatigue, pale skin, and cold hands/feet."
Conjunctivitis,gritty sensation in eyes with redness and tearing
Psoriasis,i have psoriasis most commonly affects the elbows
Ulcerative Colitis,urgent need to defecate. and pus and diarrhea with blood and abdominal pain
Ear Infection,symptoms include ear feels full with sharp pain and temporary hearing loss
Bronchitis,i have been cough up mucus for over a week with chest pain
Depression,hopelessness fatigue and trouble completing daily tasks
Irritable Bowel Syndrome,"for the past few days, i have abdominal cramping bloating diarrhea and constipation"
Migraine,throbbing head pain on one side with nausea and light sensitivity
Scabies,i am experiencing intense itching especially at night with burrow tracks on skin
Alzheimer'S Disease,i am experiencing an examination of the brain done after a person dies
Parkinson'S Disease,i am experiencing it eventually affects both sides
Migraine,pounding headache that gets worse with light and movement
Parkinson'S Disease,i have as the disease progresses as the disease progresses
Depression,"for the past few days, i have remembering or making decisions thoughts of death or suicide"
Anxiety Disorder,symptoms include persistent worry restlessness racing heart and sleep problems
Ulcerative Colitis,severe urgency to go to the bathroom and blood. and diarrhea with mucus
Parkinson'S Disease,i am experiencing depression emotional changes difficulty swallowing and chewing speech changes urinary problems or constipation skin problems
Depression,trouble completing daily tasks and hopelessness fatigue
Lyme Disease,symptoms include you can use the medlineplus medical dictionary to look up the definitions for these medical terms
Hypertension,i have it is important that the blood pressure cuff fits you properly and that you understand how to use the monitor
Depression,"for the past few days, i have stomach-aches or other chronic pain that does not go away when treated loss of interest in once pleasurable activities"
Conjunctivitis,tearing and gritty sensation in eyes with redness
Lyme Disease,symptoms include you can use the medlineplus medical dictionary to look up the definitions for these medical terms
Kidney Stones,"for the past few days, i have excruciating pain that comes in waves with urinary urgency"
Chickenpox,symptoms include itchy rash with blisters fever and fatigue
Strep Throat,i have sudden onset throat pain swollen neck glands and headache
Irritable Bowel Syndrome,i have abdominal discomfort that comes and goes with mucus in stool
Typhoid,"high high temperature, head pain, abdominal pain, and poor appetite over a week."
Hypertension,"for the past few days, i have grow large enough to press on nearby body parts"
Heart Attack,symptoms include unusual tiredness (sometimes for days)
Chickenpox,widespread itchy blister rash with tiredness and fever
